719846956	1
709292570	0
100002241771006	0
556466647	0
515884188	1
100001132125432	0
627180275	1
588143403	1
100002288396285	0
576760971	1
708566370	0
669405222	1
1458468230	1
506619687	1
536037047	1
100002060195372	0
100000249274182	1
100001761377155	0
100000439833666	1
100000937372927	0
100000306495449	0
505077925	1
1202468981	0
100002671985951	1
1179012243	1
100003757202503	0
521865427	0
778587188	1
677301810	1
747435601	1
716756825	1
556598407	1
100001387714040	1
100000186387771	1
510165981	1
1523301117	1
100001525521700	1
624921198	1
525240493	1
1029826237	1
100004103181753	0
764632588	1
100004285771190	0
892795526	1
657810627	1
574143792	1
745146109	1
1359091066	1
1060129387	0
604250214	0
1520016922	1
1555989962	1
712471009	1
100001809936169	1
647577302	1
736700579	1
193110821	0
1379544732	1
702320684	1
100000217258341	1
1508370648	1
593684459	1
673949225	0
100002058000398	0
100001155636644	0
100000009258228	1
100004635336012	0
1159076575	1
1310885578	1
521467060	0
36903748	1
780578431	1
646041347	1
537475803	1
1536829901	1
599661123	1
620071991	1
770394265	1
1507871752	1
1080580915	1
100002414255160	1
568998540	1
641599474	0
100000680573284	1
100002419777298	1
1610825055	1
576793344	0
100001431721876	1
100000604136595	1
100000492066650	1
100002595152635	0
622726788	0
819148153	0
714843499	1
542621288	1
688430667	1
652058857	0
100001542457718	1
650619744	1
684246891	1
100001546981438	1
640156282	1
680679082	0
100002129585131	1
100004251063391	0
1439471718	1
1093609385	1
538055089	0
100002440595316	0
1583442469	1
100000501544131	0
1633147826	1
100003138793812	0
100001293390698	0
100002177332695	1
540309584	1
1738869906	1
100001455393006	1
702170984	1
721956827	1
572586463	1
566527562	1
515435571	0
100001725133591	0
521776423	1
1182969660	0
100001122305996	1
100001450425048	0
851645614	1
100001202384359	1
617350644	1
100002105205471	1
790522833	0
100002257484157	1
561035301	1
100001072087575	0
100002656036406	0
507227468	1
622811398	1
745468121	1
100002487638829	1
753855724	0
100003842061150	0
100001112971583	0
100001573951964	0
1059933760	1
100001147520641	1
100000357687216	0
598021825	1
100000151810167	0
775722584	1
100001786592798	1
1571528030	1
678424354	0
1437480903	0
647664712	1
100000139671533	1
100001814056688	1
661195023	0
1387334408	1
641126003	1
532595758	1
100000467146962	1
522852564	0
100002257289253	1
1329538163	1
100000304356466	1
100000095978190	1
569284839	1
1291441204	1
100001623455945	0
690588828	1
632855043	1
100002241502560	1
733598708	1
791465514	1
725167404	1
100000156101219	0
544125606	1
511007341	1
582420412	0
100000398925475	1
895580435	1
100002712605841	1
692221106	1
100000720740904	1
100001928693531	1
1314295312	0
735957574	1
100000024993594	1
100002513080860	0
100000592658452	0
725506564	1
803155857	1
723062630	0
100004108930328	0
100000329852332	1
1712982799	1
1099575827	1
713904119	1
100000342592363	1
100001112408358	1
100002088259237	1
100002264906539	1
638187053	1
754677005	0
1761922598	0
727290175	1
552545131	1
100000100963071	1
1066471215	0
528388041	1
100000183922939	1
100001884987670	1
645817776	1
100001936412284	1
100001083379752	0
1455173402	1
100000865632037	0
706946385	1
688402745	1
1840026989	1
100000402420834	0
100003642972437	0
100000544479994	1
672479941	1
663293034	1
1019194564	1
100003967646714	0
1156466786	1
100002401301382	0
1249512691	0
1347244168	0
525603212	1
1570296119	1
774522288	0
706597436	0
100000578151984	0
742308428	1
586031908	1
100001774360861	1
1346901772	1
1498775679	1
1338143202	0
1188862023	1
100000184937455	1
678148812	0
615709575	0
593750664	1
100000731151070	1
746763806	1
1588233837	1
503041977	1
748962505	1
717159285	1
718487620	1
762889387	1
100001738868367	1
610956572	1
706538357	0
630608539	1
100000417873768	1
100001700387507	0
100001680260697	0
100002135487538	1
512810317	1
100000257122921	0
