61e6388349d61e3a46b9d1f7de33cee1	1
64adda9d238216841db279a0e3506cd6	1
63fd1b1ec518f04a45651c82a2c36f1d	1
4ec4ec8440f17c00baf62d82cb45c891	1
1884a4180ebc85233ab86f0e9ac3264d	0
90009c6d390560fd683f79b28e6cfdff	1
2c325b611a8a9da52e20b020bc24c50f	0
af4c397ad8c22811f5e10a17c53616e1	1
171dd6c91c89d5d36d5e0128df86159e	1
dbe2564826b53b973e8cbffc652ce584	1
56290f45db7141bb91b85e5a0cbd2412	1
1fc2d6eb8ced5dede91541db2eb63de8	0
e4fbf78d90ef0a22eaf87d3ea3c0d41a	1
ca49fb19f8faa53b33aa61be1df62c40	1
e24e9b3a6237edd6106067aeed334fb6	1
c70da22948fccf0e2dec638a32d03ee9	1
f32942d3e498ca7ae1b76436cac5117a	0
24660eb7d4a17d59a22c6ea30ca67ad9	0
53343bcbcdf8d40f510412559745e6f8	1
4913133b0476b61f5ecb10d34c2c82e4	0
002f0ecedd5641fb18fee34eb09a6f39	1
65d4d6fa50a7d8556c3890d1741c04e6	0
1585b26e7862ad0881d2d76268de4b82	0
fd33b7227369d22355eab85b71aeae57	1
2008e40e513bd808b1c2938190cf8810	0
4371028f681452b1d4b881d1484b9fb4	1
a6a85c1e18538a4cf12576710dcffd23	1
93fe3a93e84d76d7e3f3de8034c03056	0
594057998f05f68cf8ec8b318d0b51a5	0
80ac01985e46a1e06763a23ed32095db	0
0a63402b4cf86c3dece116aa9ef78c87	1
275201e89781fb38d797bbf1ab61e2dd	1
6110d1fb1230b22de683441a835ba444	1
e915d692a68361f72fd5371f4ca73a10	0
339878dca11f3b9e31e205b4334c8496	1
f7f2f0efd06fefea3cfec3331f3e828b	0
ddaff6a0e164819308e5d7db9b128edc	0
e9f1720b86f9944687d641c01da51c72	1
4502e90a13f6639a2eb08c7f2d6f0dfa	1
0ab354697dc9a25b531476ce5536cda2	1
cad184a58c335427521c7ffcad9c8af5	0
3ec58059166c95dfe23df5ee1160273e	0
3949e6ea9ddf8d243d16e7df1669dc26	0
71145c1bf2ef5941500055ab743197ca	0
8f99401ffbdb06363cc3770b580178a5	1
3c3bffd6eec4a71ac9f923008b06891a	1
5e74af0f184669b653a9e67a79d12655	1
9c6907c492d9afada0665a7f653818b3	0
70af1384248c9432bad21afc60736b79	0
3f9c5c22e091d9c18b229172424fc87b	0
3fe035ffdba72bd1aa35dee0a27449a2	1
4ede6cc0056f96d2271440d6d1bf6058	1
1c2d473790161d9b1556114ca3e84263	0
85c272aa49a76137ca558827bf584dc1	1
85b9a70537830a95520854ab4c2b54d4	0
ecf147b70b5934fc4d7a81abce8f854b	1
99274e3d4bdb9ccc35e9baf372de840f	0
99eddfb848dcfd02ad4f1c71a7f5df3d	1
