75593	0
75598	0
75599	0
46652	1
23654	1
25798	1
69665	0
69664	0
22520	0
69668	0
63920	1
63921	1
34220	0
69661	0
69662	0
63918	1
46650	1
63917	0
75581	0
75583	0
75584	0
75585	0
75586	0
22517	1
69675	0
63935	1
75589	0
34215	1
22512	0
63934	1
69679	0
63931	0
69678	0
1	0
69670	0
25780	0
25783	1
69672	0
63927	1
69673	0
75580	0
22506	1
75576	0
75577	0
75574	0
75575	0
75572	0
75573	0
75570	0
69646	0
46674	1
69644	0
63900	1
46673	1
69642	0
75578	0
63902	1
34204	1
75579	0
46672	1
75564	0
75566	0
75561	0
69657	0
69656	0
69659	0
46688	1
69658	0
46687	1
69653	0
75567	0
63913	1
69652	0
75568	0
63914	0
69655	0
75569	0
69654	0
63912	1
46683	1
63906	1
69651	0
63908	1
23699	1
61820	0
39624	1
69622	0
63966	1
45207	0
63969	1
69620	0
61824	1
63963	1
61823	1
63962	1
46613	1
69623	0
61822	1
63965	1
46614	1
63964	1
61821	0
46615	0
69629	0
46616	0
46617	1
63961	1
61814	1
61815	0
39621	0
63959	1
61818	1
61819	1
46620	1
69631	0
39634	1
63979	0
69632	0
39635	0
63978	1
45218	0
61830	1
63976	1
69635	0
61832	1
63974	0
46623	1
10960	0
46628	1
10967	0
63972	1
10966	1
63971	1
63970	1
46627	1
45216	1
61825	1
61826	1
61829	1
69603	0
61802	1
67387	0
69604	0
63940	1
69601	0
61800	1
46636	1
39605	0
63945	1
45229	1
63944	1
46631	0
63947	1
46632	1
45225	1
10979	1
45228	1
46637	0
46638	1
69608	0
10975	0
45224	1
69606	0
45220	1
63938	1
67381	0
63939	1
67380	0
67385	0
63954	1
61811	0
23663	0
69613	0
63953	1
61810	0
67397	0
69614	0
61813	1
61812	1
39618	1
46642	1
63958	1
46643	0
39612	1
69610	0
46641	1
63955	1
45239	1
45238	1
45237	1
45236	1
69618	0
69619	0
67392	0
63948	1
67396	0
67395	0
61804	1
61805	1
67393	0
35755	0
39668	1
39676	0
39673	0
35747	1
22597	0
35741	1
39641	0
22580	0
63983	1
63980	1
63981	1
63987	0
39645	0
22587	1
63988	1
63989	1
39652	0
22571	0
46609	1
46608	1
35728	1
63990	1
63992	1
35729	0
63993	0
63994	0
63995	1
46600	1
63996	1
63997	1
22573	1
46602	1
63998	0
39659	0
63999	0
39658	1
22578	1
35724	1
23617	1
74491	0
74490	0
35787	0
68101	0
24696	1
68106	0
24699	1
68105	0
74492	0
23609	0
74495	0
74496	0
74497	0
23605	1
74499	0
39685	0
39687	0
39683	1
22541	0
35778	1
74487	0
74488	0
22548	0
74485	0
74486	0
35762	1
74478	0
74476	0
74472	0
74473	0
74455	0
67418	0
31422	1
74453	0
74452	0
31420	0
74451	0
68028	0
68029	0
67415	0
68024	0
31425	1
67412	0
74456	0
68025	0
24772	1
68023	0
68022	0
68020	0
67406	0
67405	0
74466	0
67407	0
74465	0
74460	0
74462	0
74461	0
68019	0
74468	0
67401	0
68015	0
67403	0
68016	0
68010	0
68012	0
68011	0
38532	1
31400	0
74437	0
68004	0
31405	1
74436	0
74435	0
68002	0
35689	1
68008	0
38523	0
68009	0
35686	0
31408	1
38524	1
74439	0
68006	0
31406	0
24754	1
35683	0
68000	0
74442	0
74441	0
74444	0
74443	0
74445	0
31413	0
24764	1
74447	0
35696	1
35693	1
24734	1
74419	0
38503	1
74417	0
74414	0
74415	0
74412	0
68069	0
68068	0
38509	0
74410	0
74411	0
24737	0
68067	0
68064	0
68062	0
68063	0
68061	0
74427	0
24743	0
74428	0
68058	0
74424	0
68057	0
74425	0
31475	0
74421	1
74422	0
68054	0
68055	0
68050	0
68051	0
68049	0
22495	1
24713	1
24714	1
31444	1
31445	1
22492	0
68045	0
68043	0
68036	0
74402	0
74403	0
68037	0
74406	0
68039	0
74408	0
24727	1
24728	1
31454	0
68031	0
68034	0
34175	1
67493	0
61749	1
61748	1
45132	1
61750	1
75500	0
10922	0
61757	1
61758	1
75508	0
25821	0
61755	0
75505	0
61756	1
75503	0
61754	1
75504	0
37418	1
61751	1
61752	1
75502	0
68097	0
67483	0
34184	0
67484	0
75509	0
34187	0
67481	0
61739	1
45120	0
75510	0
45123	0
10910	1
37403	0
61744	1
61745	1
75517	0
25834	0
67486	0
61746	1
67485	0
75512	0
61742	1
75514	0
67489	0
75515	0
67470	0
67471	0
61728	1
23583	0
67472	0
67473	0
61726	1
68086	0
68089	1
68080	0
25806	0
31486	0
31489	0
67478	0
67475	0
61735	1
23585	1
61733	1
67476	0
34163	1
67461	0
61716	1
68074	0
23593	1
61715	1
68073	0
34165	1
61718	1
68077	0
38593	0
68075	0
68070	0
45141	1
25817	1
10938	1
45149	1
67469	0
67468	0
61720	1
68079	0
67467	0
38599	1
23597	0
61722	0
67465	0
34168	0
25812	1
61724	1
23596	1
67463	0
46582	1
69595	1
46584	1
69594	0
38581	1
69593	0
69591	0
67451	0
69590	0
37454	0
67450	0
46589	1
67452	0
37456	1
67454	0
67455	0
61799	0
75549	0
25864	1
69599	0
61798	1
67457	0
46587	1
25862	0
46588	1
67459	0
61795	1
75544	0
61793	1
75543	0
61792	1
75542	0
75541	0
61790	1
75540	0
25869	1
45164	0
45160	1
46573	1
69582	0
46571	1
67440	0
34140	0
69581	0
25877	1
67443	0
61789	1
67441	0
38579	1
46579	1
67442	0
46576	1
69586	0
61785	1
46577	1
34148	0
67448	0
69587	0
67445	0
61787	0
46575	1
67446	0
69589	0
75558	0
61781	1
75553	0
67449	0
61783	0
61782	1
45169	0
45168	1
45166	1
45192	1
45194	1
38563	0
37431	0
38560	1
69574	0
69572	0
69571	0
69577	0
61776	1
75526	0
69578	0
75525	0
34116	1
69575	0
69576	0
75523	0
37433	1
61779	1
69579	0
75528	0
25848	1
61772	0
67439	0
61771	1
75521	0
75520	0
10904	0
46590	1
38553	1
69560	0
46593	1
46592	1
69562	0
46598	1
34127	1
69564	0
75535	0
38559	1
67426	0
69565	0
61762	1
34129	0
69566	0
46597	0
69567	0
34123	0
67421	0
69568	0
61767	1
69569	0
61766	0
75538	0
61769	1
25856	0
38557	0
67420	0
61768	0
67429	0
75531	0
75530	0
67427	0
75533	0
34322	0
69527	0
46798	1
25659	1
34323	1
69525	0
23510	0
46795	1
25654	0
46794	0
69522	0
46797	1
69521	0
46796	1
10893	1
23515	1
75697	0
34329	1
75696	0
10898	1
69529	0
75691	0
75692	0
75690	0
46792	0
46793	1
25646	0
25647	1
69538	0
69537	0
34314	1
69531	0
75689	0
23500	1
25644	1
69533	0
75685	0
34319	1
75686	0
75687	0
25649	1
75681	0
25640	0
69530	0
46772	1
22401	1
46774	1
34347	1
69542	0
10871	0
46777	1
46776	0
46779	0
69547	0
69546	0
10878	0
22406	1
69540	0
69541	0
46770	1
46771	1
34335	1
69553	0
69556	0
69555	0
23523	0
34331	1
10885	1
25668	1
69557	0
61911	1
46787	1
61912	1
39719	0
61903	1
61902	1
61905	0
61904	1
61907	1
46782	1
69550	0
69551	0
23559	0
45104	1
35817	0
46759	1
46754	0
67265	0
61923	1
39727	0
61922	1
67267	0
39725	1
10853	0
61921	1
10852	1
46750	1
23556	1
23555	0
61919	1
61917	1
61918	1
67262	0
61916	1
67264	0
61913	0
67263	0
61914	1
45118	1
35803	1
46767	1
67278	0
61932	1
46768	1
67279	0
61931	1
61934	1
67277	0
61933	1
23546	1
39733	0
46761	1
61930	0
46762	1
45119	0
46760	0
61928	1
25683	1
67275	0
61924	1
61925	0
61927	1
46736	1
69508	0
35839	1
69509	0
46738	0
69506	0
46739	1
69507	0
10834	0
35837	0
69500	0
34304	1
69501	0
23577	0
37604	1
39743	1
46731	1
67287	0
69504	0
69505	0
46734	1
67289	0
61943	1
46735	1
69503	0
61942	1
67284	0
67283	0
61938	1
67286	0
67285	0
61936	1
67280	0
67282	0
46749	1
69517	0
69518	0
46747	1
10843	0
35827	1
46741	1
46742	1
37616	0
69511	0
61952	1
46740	1
61951	0
23565	0
69513	0
10842	0
46746	1
69514	0
10841	1
46743	1
69515	0
